frame_id,timestamp,face_found,ear,ear_left,ear_right,mar,yaw,pitch,roll,nose_offset_x,nose_offset_y,face_ratio,blink_left,blink_right,blink,jaw_open,mouth_close,face_scale,phone_conf,phone_x,phone_y,phone_w,phone_h,phone_fresh
31,1.55,1,0.02181,0.01583,0.02779,0.62064,6.34232,-16.55892,-0.74635,0.0654,0.30058,1.32308,0.6798,0.65963,0.66972,0.64287,0.00865,69.115,0.0,0.0,0.0,0.0,0.0,0
32,1.6,1,0.02486,0.01572,0.03401,0.61906,6.45653,-16.50729,-0.82617,0.06691,0.3035,1.32248,0.6656,0.6572,0.6614,0.63757,0.00852,68.89196,0.0,0.0,0.0,0.0,0.0,0
33,1.65,1,0.03371,0.02427,0.04315,0.61485,6.50119,-16.48036,-0.65828,0.0723,0.30939,1.32385,0.63773,0.61675,0.62724,0.63373,0.00905,68.24064,0.0,0.0,0.0,0.0,0.0,0
34,1.7,1,0.08785,0.07018,0.10552,0.62112,6.52192,-16.53541,-0.46048,0.07695,0.31308,1.32363,0.50007,0.51828,0.50917,0.64187,0.00811,67.00849,0.0,0.0,0.0,0.0,0.0,0
35,1.75,1,0.09059,0.06902,0.11215,0.61213,6.29376,-16.51015,-0.40785,0.0728,0.31817,1.32625,0.48696,0.5235,0.50523,0.63395,0.0089,66.48603,0.0,0.0,0.0,0.0,0.0,1
36,1.8,1,0.13006,0.10872,0.1514,0.61206,6.33402,-16.35663,-0.44515,0.07514,0.32624,1.32629,0.39519,0.43721,0.4162,0.63119,0.00775,66.09156,0.0,0.0,0.0,0.0,0.0,0
37,1.85,1,0.14262,0.12398,0.16126,0.61156,6.2802,-16.38353,-0.43272,0.07366,0.33028,1.32903,0.37616,0.40154,0.38885,0.63148,0.00749,65.97385,0.0,0.0,0.0,0.0,0.0,0
38,1.9,1,0.17274,0.15167,0.1938,0.61396,6.24524,-16.32413,-0.4173,0.07192,0.33137,1.32684,0.29375,0.34127,0.31751,0.63174,0.00753,65.81797,0.0,0.0,0.0,0.0,0.0,0
39,1.95,1,0.19417,0.18035,0.208,0.61593,6.15433,-16.19079,-0.3969,0.07088,0.33091,1.32988,0.25814,0.28327,0.27071,0.63029,0.00787,65.84765,0.0,0.0,0.0,0.0,0.0,0
40,2.0,1,0.19743,0.18604,0.20881,0.62706,6.25265,-16.3599,-0.42462,0.07098,0.32702,1.32999,0.26198,0.28013,0.27105,0.6391,0.00764,65.77183,0.0,0.0,0.0,0.0,0.0,1
41,2.05,1,0.20297,0.19067,0.21528,0.63188,6.3138,-16.48061,-0.43972,0.07189,0.32666,1.32951,0.25204,0.2713,0.26167,0.64427,0.00735,65.6664,0.0,0.0,0.0,0.0,0.0,0
42,2.1,1,0.213,0.20532,0.22067,0.63443,6.32695,-16.55289,-0.49407,0.07059,0.32153,1.32927,0.24252,0.24912,0.24582,0.64734,0.00723,65.82276,0.0,0.0,0.0,0.0,0.0,0
43,2.15,1,0.23192,0.22561,0.23822,0.63143,6.40146,-16.34646,-0.46967,0.07189,0.32312,1.32991,0.19758,0.20982,0.2037,0.64546,0.00716,65.87702,0.0,0.0,0.0,0.0,0.0,0
44,2.2,1,0.24291,0.23839,0.24742,0.62697,6.38936,-16.29525,-0.66654,0.06931,0.32316,1.32961,0.1803,0.18352,0.18191,0.64284,0.00702,66.0751,0.0,0.0,0.0,0.0,0.0,0
45,2.25,1,0.25255,0.24912,0.25597,0.6291,6.24492,-16.46613,-0.70148,0.06695,0.31726,1.32763,0.17302,0.15839,0.1657,0.64453,0.00692,66.20633,0.0,0.0,0.0,0.0,0.0,1
46,2.3,1,0.25855,0.2582,0.25891,0.64602,6.22857,-16.35498,-0.75212,0.06576,0.31069,1.32686,0.16862,0.1321,0.15036,0.66258,0.00574,66.64024,0.0,0.0,0.0,0.0,0.0,0
47,2.35,1,0.26091,0.25935,0.26247,0.65677,6.75103,-15.96434,-0.97197,0.07221,0.31295,1.32689,0.17163,0.12917,0.1504,0.66866,0.00496,66.53787,0.0,0.0,0.0,0.0,0.0,0
48,2.4,1,0.26275,0.26205,0.26344,0.65771,6.73741,-16.00075,-1.13315,0.06691,0.31299,1.32469,0.16952,0.12106,0.14529,0.67228,0.00479,66.89857,0.0,0.0,0.0,0.0,0.0,0
49,2.45,1,0.25481,0.24889,0.26074,0.66741,6.84468,-15.98835,-1.50364,0.06687,0.31477,1.32218,0.1725,0.1436,0.15805,0.68197,0.00472,66.69366,0.0,0.0,0.0,0.0,0.0,0
50,2.5,1,0.11475,0.08548,0.14402,0.67682,7.63275,-17.23588,-1.72754,0.08044,0.30704,1.32785,0.49588,0.55271,0.5243,0.68266,0.00639,66.47593,0.0,0.0,0.0,0.0,0.0,1
51,2.55,1,0.0238,0.0134,0.0342,0.67099,7.84051,-18.27234,-2.11159,0.07818,0.27567,1.32746,0.73132,0.73732,0.73432,0.66457,0.00696,67.67772,0.0,0.0,0.0,0.0,0.0,0
52,2.6,1,0.02503,0.01032,0.03973,0.66319,7.80247,-18.47334,-2.00309,0.07857,0.27517,1.3299,0.71597,0.70018,0.70807,0.65452,0.00672,67.85266,0.0,0.0,0.0,0.0,0.0,0
53,2.65,1,0.02991,0.02751,0.0323,0.66526,7.68249,-18.28227,-2.19401,0.07539,0.27916,1.32845,0.70171,0.72522,0.71346,0.65717,0.00705,67.80305,0.0,0.0,0.0,0.0,0.0,0
54,2.7,1,0.0728,0.05439,0.09121,0.66307,7.517,-18.08839,-2.2455,0.07295,0.29259,1.32797,0.55538,0.57223,0.56381,0.65642,0.00653,66.65202,0.0,0.0,0.0,0.0,0.0,0
55,2.75,1,0.16572,0.15289,0.17855,0.65899,7.62205,-17.5797,-2.54432,0.07286,0.29768,1.32628,0.3308,0.37528,0.35304,0.65841,0.00594,66.3532,0.0,0.0,0.0,0.0,0.0,1
56,2.8,1,0.20005,0.18828,0.21182,0.65752,7.79128,-17.19197,-2.50917,0.07545,0.30506,1.32671,0.24928,0.2825,0.26589,0.65853,0.00596,65.86709,0.0,0.0,0.0,0.0,0.0,0
57,2.85,1,0.20962,0.19587,0.22336,0.65924,7.99342,-17.35687,-2.93406,0.07633,0.30535,1.33069,0.22702,0.27161,0.24932,0.65356,0.00664,66.2835,0.0,0.0,0.0,0.0,0.0,0
58,2.9,1,0.22302,0.21216,0.23388,0.66437,8.14604,-17.36066,-3.23011,0.07666,0.30822,1.33493,0.20885,0.22556,0.21721,0.65729,0.00724,66.15159,0.0,0.0,0.0,0.0,0.0,0
59,2.95,1,0.24244,0.2357,0.24917,0.66604,8.30547,-17.44142,-3.45142,0.07573,0.30876,1.34002,0.18988,0.15649,0.17318,0.65309,0.00759,66.36698,0.0,0.0,0.0,0.0,0.0,0
60,3.0,1,0.24605,0.23842,0.25369,0.66508,8.3616,-17.24894,-3.58912,0.07456,0.31009,1.33673,0.1901,0.163,0.17655,0.64717,0.00812,66.23389,0.0,0.0,0.0,0.0,0.0,1
61,3.05,1,0.25184,0.24709,0.25659,0.66442,8.33852,-17.18327,-3.52905,0.07927,0.31163,1.33405,0.18902,0.14456,0.16679,0.65385,0.00682,66.2707,0.0,0.0,0.0,0.0,0.0,0
62,3.1,1,0.24822,0.2434,0.25304,0.65622,8.3742,-17.18867,-3.44826,0.08422,0.31353,1.34131,0.19532,0.15838,0.17685,0.65531,0.00637,66.03601,0.0,0.0,0.0,0.0,0.0,0
63,3.15,1,0.25081,0.24351,0.2581,0.61492,8.51346,-17.41434,-3.46194,0.08662,0.3116,1.34012,0.17909,0.1624,0.17075,0.63281,0.00647,66.29655,0.0,0.0,0.0,0.0,0.0,0
64,3.2,1,0.25541,0.24669,0.26413,0.59603,8.47084,-17.46542,-3.55916,0.0841,0.3097,1.34734,0.17136,0.16183,0.16659,0.62103,0.00606,66.38485,0.0,0.0,0.0,0.0,0.0,0
65,3.25,1,0.2551,0.2448,0.26541,0.60299,8.53367,-17.40623,-3.79502,0.08181,0.30929,1.34304,0.17107,0.16367,0.16737,0.62376,0.00598,66.22415,0.0,0.0,0.0,0.0,0.0,1
66,3.3,1,0.25479,0.2428,0.26677,0.60885,8.66212,-17.3847,-3.84475,0.08557,0.30895,1.34237,0.16756,0.16372,0.16564,0.6235,0.00622,66.26147,0.0,0.0,0.0,0.0,0.0,0
67,3.35,1,0.25602,0.24355,0.26849,0.61472,8.87646,-17.21251,-3.74081,0.08804,0.30993,1.34047,0.17037,0.16016,0.16526,0.62397,0.0062,66.49529,0.0,0.0,0.0,0.0,0.0,0
68,3.4,1,0.25621,0.24307,0.26934,0.61167,8.95317,-17.17703,-3.86049,0.08715,0.31049,1.33848,0.1691,0.16223,0.16567,0.62343,0.00642,66.66897,0.0,0.0,0.0,0.0,0.0,0
69,3.45,1,0.25802,0.24429,0.27175,0.6195,9.12027,-17.09602,-3.99418,0.08981,0.31286,1.33828,0.15912,0.1566,0.15786,0.62462,0.00687,66.39456,0.0,0.0,0.0,0.0,0.0,0
70,3.5,1,0.26028,0.24818,0.27238,0.62839,9.1163,-17.12457,-3.97854,0.08741,0.31198,1.3423,0.15861,0.14758,0.1531,0.62999,0.00683,66.63319,0.0,0.0,0.0,0.0,0.0,1
71,3.55,1,0.26191,0.25015,0.27368,0.6344,9.15215,-17.13422,-4.0565,0.08658,0.31206,1.34579,0.15341,0.14103,0.14722,0.63506,0.007,66.78965,0.0,0.0,0.0,0.0,0.0,0
72,3.6,1,0.26075,0.24647,0.27504,0.63936,9.26473,-17.16254,-4.26756,0.08512,0.31401,1.34724,0.14993,0.14304,0.14648,0.63797,0.00731,66.77884,0.0,0.0,0.0,0.0,0.0,0
73,3.65,1,0.26195,0.24795,0.27594,0.64274,9.22754,-17.15823,-4.30558,0.08299,0.31485,1.34486,0.15032,0.14119,0.14576,0.63912,0.00728,66.734,0.0,0.0,0.0,0.0,0.0,0
74,3.7,1,0.26278,0.24881,0.27675,0.65405,9.30677,-17.14894,-4.36833,0.08431,0.31739,1.34588,0.14957,0.13204,0.1408,0.64594,0.00715,66.73951,0.0,0.0,0.0,0.0,0.0,0
75,3.75,1,0.26562,0.25248,0.27876,0.65259,9.29351,-16.96093,-4.40617,0.08359,0.3188,1.34865,0.14778,0.12775,0.13776,0.64895,0.00675,66.91016,0.0,0.0,0.0,0.0,0.0,1
76,3.8,1,0.26481,0.25137,0.27825,0.654,9.25642,-16.94344,-4.49493,0.08388,0.32025,1.34651,0.1466,0.13047,0.13854,0.65657,0.00701,66.84049,0.0,0.0,0.0,0.0,0.0,0
77,3.85,1,0.26428,0.2507,0.27787,0.65215,9.29686,-16.96585,-4.60873,0.08398,0.31934,1.34427,0.14467,0.13272,0.1387,0.65613,0.00692,66.77527,0.0,0.0,0.0,0.0,0.0,0
78,3.9,1,0.2642,0.25033,0.27806,0.62716,9.44874,-17.1173,-4.63958,0.08691,0.31838,1.34374,0.13988,0.13686,0.13837,0.6401,0.00863,66.72918,0.0,0.0,0.0,0.0,0.0,0
79,3.95,1,0.26364,0.24823,0.27904,0.62407,9.94481,-17.38348,-4.87104,0.09338,0.31957,1.34475,0.13997,0.13912,0.13954,0.63645,0.00854,66.43118,0.0,0.0,0.0,0.0,0.0,0
80,4.0,1,0.26633,0.25077,0.28188,0.61543,10.08808,-17.38214,-4.92956,0.0963,0.3189,1.34517,0.13917,0.13358,0.13638,0.62706,0.00936,66.26097,0.0,0.0,0.0,0.0,0.0,1
81,4.05,1,0.26828,0.25287,0.28369,0.61038,10.47852,-17.63558,-4.98469,0.10327,0.31518,1.34593,0.14688,0.12927,0.13808,0.61887,0.009,66.41645,0.0,0.0,0.0,0.0,0.0,0
82,4.1,1,0.26856,0.25395,0.28316,0.60609,10.48552,-17.58087,-5.05582,0.10097,0.31352,1.34811,0.14681,0.12853,0.13767,0.61449,0.00796,66.84138,0.0,0.0,0.0,0.0,0.0,0
83,4.15,1,0.27199,0.25649,0.28749,0.60948,10.66647,-17.50622,-5.13186,0.10465,0.31254,1.34981,0.145,0.12877,0.13688,0.62543,0.00687,66.90971,0.0,0.0,0.0,0.0,0.0,0
84,4.2,1,0.27471,0.25986,0.28956,0.60886,10.72524,-17.58552,-5.20173,0.10613,0.31185,1.35053,0.14418,0.12659,0.13538,0.62392,0.0073,67.03028,0.0,0.0,0.0,0.0,0.0,0
85,4.25,1,0.27633,0.26013,0.29252,0.61443,10.76212,-17.69143,-5.26334,0.1063,0.31055,1.3526,0.14418,0.12288,0.13353,0.6333,0.0079,66.98566,0.0,0.0,0.0,0.0,0.0,1
86,4.3,1,0.27982,0.26477,0.29487,0.67584,10.58516,-17.10858,-4.97215,0.09994,0.32421,1.36066,0.12442,0.1204,0.12241,0.65334,0.01052,66.86002,0.0,0.0,0.0,0.0,0.0,0
87,4.35,1,0.27905,0.26357,0.29453,0.71733,10.62387,-16.72433,-4.79484,0.09495,0.32796,1.36224,0.12167,0.1197,0.12069,0.65164,0.01233,66.93004,0.0,0.0,0.0,0.0,0.0,0
88,4.4,1,0.27901,0.26522,0.2928,0.70791,10.7345,-16.68338,-4.69563,0.09297,0.33199,1.37342,0.12481,0.11616,0.12048,0.63359,0.01179,66.86689,0.0,0.0,0.0,0.0,0.0,0
89,4.45,1,0.27646,0.26243,0.29048,0.70823,10.81868,-16.47479,-4.48682,0.09174,0.3341,1.37774,0.13456,0.11845,0.1265,0.63537,0.01144,66.6869,0.0,0.0,0.0,0.0,0.0,0
90,4.5,1,0.27607,0.26184,0.2903,0.75032,10.8672,-16.17286,-4.53548,0.08959,0.33724,1.37647,0.13377,0.1123,0.12304,0.68241,0.00897,66.98056,0.0,0.0,0.0,0.0,0.0,1
91,4.55,1,0.27498,0.26059,0.28937,0.74264,10.9646,-16.10925,-4.63112,0.08989,0.33669,1.37624,0.13076,0.11293,0.12184,0.68583,0.00828,67.1772,0.0,0.0,0.0,0.0,0.0,0
92,4.6,1,0.27593,0.26103,0.29082,0.69771,11.1073,-16.2088,-4.61713,0.09998,0.33655,1.37681,0.13036,0.11159,0.12097,0.66202,0.00867,67.151,0.0,0.0,0.0,0.0,0.0,0
93,4.65,1,0.27418,0.26024,0.28813,0.65784,10.88195,-16.60657,-4.64119,0.09879,0.334,1.37534,0.13751,0.11551,0.12651,0.64354,0.00894,67.11115,0.0,0.0,0.0,0.0,0.0,0
94,4.7,1,0.27533,0.26085,0.28982,0.55631,10.99737,-17.42077,-4.78923,0.10622,0.33023,1.37279,0.14014,0.11983,0.12999,0.54857,0.01211,67.03934,0.0,0.0,0.0,0.0,0.0,0
95,4.75,1,0.27364,0.26103,0.28625,0.47986,10.9928,-18.1715,-4.84453,0.10741,0.3286,1.35613,0.14811,0.12241,0.13526,0.4678,0.01575,66.77232,0.0,0.0,0.0,0.0,0.0,1
96,4.8,1,0.2711,0.26216,0.28005,0.40677,11.55765,-18.49762,-4.98148,0.11208,0.3329,1.34586,0.15993,0.13466,0.1473,0.39853,0.02212,65.97503,0.0,0.0,0.0,0.0,0.0,0
97,4.85,1,0.26835,0.26167,0.27504,0.37197,11.62286,-18.4888,-4.96932,0.1097,0.33436,1.33711,0.16809,0.146,0.15704,0.37358,0.02283,65.69829,0.0,0.0,0.0,0.0,0.0,0
98,4.9,1,0.27162,0.26521,0.27804,0.34595,11.66537,-18.45255,-4.94218,0.10874,0.33438,1.33347,0.1718,0.14168,0.15674,0.35081,0.02313,65.71951,0.0,0.0,0.0,0.0,0.0,0
99,4.95,1,0.27359,0.26577,0.28141,0.31851,11.74058,-18.44305,-4.83926,0.10927,0.3327,1.3313,0.18008,0.14581,0.16295,0.32496,0.02353,65.62667,0.0,0.0,0.0,0.0,0.0,0
100,5.0,1,0.27169,0.26375,0.27964,0.25844,11.6364,-18.47671,-5.13028,0.10768,0.33328,1.32876,0.18827,0.16282,0.17554,0.25353,0.03833,65.44589,0.0,0.0,0.0,0.0,0.0,1
101,5.05,1,0.27003,0.2616,0.27846,0.22239,11.51251,-18.41269,-5.51258,0.10611,0.33573,1.32204,0.18465,0.17298,0.17881,0.22068,0.05457,65.00706,0.0,0.0,0.0,0.0,0.0,0
102,5.1,1,0.27247,0.26076,0.28418,0.16118,11.05967,-17.64959,-5.63505,0.10558,0.33976,1.30085,0.16235,0.19409,0.17822,0.1521,0.04954,64.65717,0.0,0.0,0.0,0.0,0.0,0
103,5.15,1,0.26886,0.25461,0.2831,0.15848,10.65362,-17.04289,-5.96132,0.09915,0.34327,1.30599,0.15409,0.22483,0.18946,0.15519,0.04661,64.75483,0.0,0.0,0.0,0.0,0.0,0
104,5.2,1,0.26914,0.25326,0.28502,0.1495,10.24536,-16.97151,-6.35929,0.08556,0.34404,1.29957,0.14382,0.25289,0.19835,0.1388,0.04545,64.82892,0.0,0.0,0.0,0.0,0.0,0
105,5.25,1,0.26944,0.25197,0.28691,0.16052,10.29823,-16.96242,-6.31184,0.08993,0.34461,1.29553,0.13532,0.25378,0.19455,0.14162,0.0366,64.98627,0.0,0.0,0.0,0.0,0.0,1
106,5.3,1,0.2736,0.25788,0.28931,0.17629,10.1852,-16.58574,-5.85886,0.0919,0.34597,1.29659,0.13098,0.24222,0.1866,0.14795,0.03151,65.33362,0.0,0.0,0.0,0.0,0.0,0
107,5.35,1,0.2727,0.25569,0.2897,0.18331,10.46933,-16.53794,-5.49948,0.10141,0.34751,1.29361,0.13084,0.24311,0.18697,0.14097,0.0265,65.37003,0.0,0.0,0.0,0.0,0.0,0
108,5.4,1,0.23465,0.20594,0.26337,0.18675,10.78805,-16.34105,-4.92475,0.11533,0.3521,1.29669,0.16311,0.3087,0.23591,0.15407,0.02516,65.51473,0.0,0.0,0.0,0.0,0.0,0
109,5.45,1,0.0285,0.02422,0.03278,0.20275,10.87856,-16.5707,-4.57137,0.11603,0.32695,1.28847,0.70797,0.76407,0.73602,0.17282,0.02478,66.38092,0.0,0.0,0.0,0.0,0.0,0
110,5.5,1,0.0278,0.02357,0.03204,0.18292,10.45808,-15.95875,-3.57808,0.10471,0.33303,1.27743,0.68222,0.74319,0.7127,0.15287,0.02277,67.10019,0.0,0.0,0.0,0.0,0.0,1
111,5.55,1,0.0655,0.05281,0.07819,0.16869,9.76581,-15.26832,-2.989,0.09817,0.34894,1.27289,0.58398,0.61101,0.59749,0.13757,0.02083,66.07706,0.0,0.0,0.0,0.0,0.0,0
112,5.6,1,0.13813,0.13266,0.14359,0.14443,9.46285,-14.37161,-2.28128,0.08892,0.35899,1.26783,0.44967,0.45931,0.45449,0.10808,0.01274,65.61768,0.0,0.0,0.0,0.0,0.0,0
113,5.65,1,0.17038,0.15939,0.18137,0.10884,9.23015,-14.1697,-2.01965,0.09077,0.35925,1.25966,0.37795,0.42853,0.40324,0.07473,0.0119,65.87477,0.0,0.0,0.0,0.0,0.0,0
114,5.7,1,0.19554,0.17315,0.21794,0.07504,8.66741,-13.79299,-1.45393,0.08198,0.35387,1.24905,0.31979,0.37196,0.34587,0.02993,0.00513,67.03256,0.0,0.0,0.0,0.0,0.0,0
115,5.75,1,0.21288,0.18298,0.24278,0.0584,8.62735,-13.76837,-1.23439,0.08116,0.35512,1.24187,0.28002,0.35028,0.31515,0.01496,0.00288,66.93229,0.0,0.0,0.0,0.0,0.0,1
116,5.8,1,0.23324,0.20796,0.25852,0.04192,8.3062,-13.55797,-0.78171,0.0749,0.35359,1.24071,0.2493,0.29598,0.27264,0.00957,0.0022,67.28605,0.0,0.0,0.0,0.0,0.0,0
117,5.85,1,0.24715,0.22354,0.27075,0.03495,7.96426,-13.29145,-0.58401,0.07266,0.35616,1.23836,0.22711,0.27422,0.25066,0.0074,0.00191,67.23406,0.0,0.0,0.0,0.0,0.0,0
118,5.9,1,0.25819,0.23778,0.27859,0.03111,7.43173,-13.39235,-0.3526,0.07003,0.35465,1.22649,0.22011,0.26358,0.24184,0.00508,0.00141,67.42182,0.0,0.0,0.0,0.0,0.0,0
119,5.95,1,0.26309,0.24066,0.28552,0.02629,7.46814,-13.51244,-0.22118,0.07125,0.35494,1.22386,0.2045,0.25649,0.2305,0.00486,0.00123,67.71147,0.0,0.0,0.0,0.0,0.0,0
120,6.0,1,0.26496,0.24556,0.28435,0.02984,7.11094,-13.35346,-0.15795,0.06696,0.35465,1.22809,0.2067,0.2503,0.2285,0.0045,0.00101,67.85768,0.0,0.0,0.0,0.0,0.0,1
121,6.05,1,0.26625,0.24993,0.28256,0.03158,6.8182,-13.06049,0.03769,0.06562,0.35595,1.23342,0.21182,0.25025,0.23103,0.00434,0.00096,68.00343,0.0,0.0,0.0,0.0,0.0,0
