frame_id,timestamp,face_found,ear,ear_left,ear_right,mar,yaw,pitch,roll,nose_offset_x,nose_offset_y,face_ratio,blink_left,blink_right,blink,jaw_open,mouth_close,face_scale,phone_conf,phone_x,phone_y,phone_w,phone_h,phone_fresh
14,0.7,1,0.03913,0.03982,0.03844,0.00222,5.58853,16.37184,0.83102,0.07185,0.49403,1.13839,0.61933,0.67667,0.648,0.00218,0.00133,84.10033,0.1483,209.0,181.0,22.0,54.0,0
15,0.75,1,0.03872,0.04092,0.03653,0.00363,5.85133,16.46731,0.60013,0.07381,0.50133,1.1477,0.62818,0.66717,0.64767,0.00224,0.00157,83.89971,0.0,0.0,0.0,0.0,0.0,1
16,0.8,1,0.03577,0.04069,0.03084,0.00204,7.16139,15.70253,-0.29532,0.07618,0.49743,1.16381,0.65068,0.65864,0.65466,0.00238,0.00168,83.10155,0.0,0.0,0.0,0.0,0.0,0
17,0.85,1,0.03793,0.0433,0.03256,0.00245,8.17918,14.655,-1.11971,0.07533,0.49726,1.18198,0.65715,0.66274,0.65995,0.00247,0.00179,81.82638,0.0,0.0,0.0,0.0,0.0,0
18,0.9,1,0.06189,0.05972,0.06406,0.00272,9.75975,13.18214,-2.48989,0.08893,0.49547,1.20874,0.62635,0.65673,0.64154,0.00129,0.00075,80.51843,0.0,0.0,0.0,0.0,0.0,0
19,0.95,1,0.04761,0.0546,0.04061,0.00518,9.89685,11.06117,-3.12978,0.07708,0.48499,1.22787,0.69113,0.69382,0.69247,0.00195,0.00122,79.56694,0.0,0.0,0.0,0.0,0.0,0
20,1.0,1,0.02075,0.02433,0.01716,0.01058,8.86837,5.60341,-3.43556,0.0733,0.44744,1.25187,0.76197,0.75619,0.75908,0.0013,0.00056,79.98797,0.0,0.0,0.0,0.0,0.0,1
21,1.05,1,0.0218,0.02841,0.01518,0.00556,8.47432,2.62728,-2.73193,0.07944,0.42502,1.26126,0.74657,0.73245,0.73951,0.00083,0.00039,80.21049,0.0,0.0,0.0,0.0,0.0,0
22,1.1,1,0.11446,0.10586,0.12305,0.00278,7.68495,-2.68205,-1.63626,0.08143,0.39428,1.2565,0.48972,0.49407,0.49189,0.00056,0.00018,80.04725,0.0,0.0,0.0,0.0,0.0,0
23,1.15,1,0.21656,0.21079,0.22232,0.00236,6.91609,-4.85165,-0.38475,0.08823,0.38839,1.26356,0.33136,0.28521,0.30829,0.00046,0.00012,77.09897,0.0,0.0,0.0,0.0,0.0,0
24,1.2,1,0.27751,0.27407,0.28094,0.0011,3.46832,-7.69388,1.4285,0.05405,0.35688,1.25481,0.16749,0.10887,0.13818,0.0005,0.00012,77.42058,0.0,0.0,0.0,0.0,0.0,0
25,1.25,1,0.27987,0.27793,0.28181,0.00206,1.49123,-8.92571,2.0981,0.03235,0.34569,1.23719,0.1839,0.11136,0.14763,0.0003,6e-05,77.48847,0.0,0.0,0.0,0.0,0.0,1
26,1.3,1,0.27461,0.27285,0.27637,0.00366,-1.20996,-11.32888,3.72516,0.00411,0.32509,1.22693,0.17433,0.12297,0.14865,0.00022,4e-05,77.38959,0.0,0.0,0.0,0.0,0.0,0
27,1.35,1,0.27571,0.27853,0.27288,0.00145,-2.27899,-13.06306,4.5621,0.00125,0.3119,1.21879,0.18191,0.1299,0.1559,0.00019,3e-05,76.74649,0.0,0.0,0.0,0.0,0.0,0
28,1.4,1,0.28687,0.28745,0.2863,0.128,-4.37094,-13.50993,6.11683,-0.03153,0.29308,1.23103,0.15332,0.11543,0.13438,0.00148,7e-05,75.28776,0.0,0.0,0.0,0.0,0.0,0
29,1.45,1,0.28342,0.28517,0.28167,0.19345,-4.62535,-13.39112,6.54795,-0.02756,0.29122,1.23001,0.12781,0.10751,0.11766,0.0059,0.00014,75.67856,0.0,0.0,0.0,0.0,0.0,0
30,1.5,1,0.28328,0.28683,0.27974,0.18195,-5.11348,-12.64982,7.13708,-0.03274,0.30127,1.24648,0.1247,0.1158,0.12025,0.00488,0.00015,75.74614,0.0,0.0,0.0,0.0,0.0,1
31,1.55,1,0.28474,0.28872,0.28077,0.20131,-5.32609,-12.05948,7.41228,-0.03197,0.31868,1.26629,0.13028,0.1018,0.11604,0.00461,0.00014,74.92534,0.0,0.0,0.0,0.0,0.0,0
32,1.6,1,0.2873,0.30194,0.27266,0.255,-5.15409,-10.7998,8.5164,-0.00912,0.29066,1.2581,0.19343,0.06571,0.12957,0.01442,0.00024,76.60481,0.0,0.0,0.0,0.0,0.0,0
33,1.65,1,0.25065,0.25753,0.24376,0.25005,-5.00518,-10.12349,9.39587,-0.00116,0.31876,1.25731,0.18409,0.19017,0.18713,0.02601,0.00037,75.79273,0.0,0.0,0.0,0.0,0.0,0
34,1.7,1,0.12973,0.13856,0.1209,0.21342,-4.2305,-8.11056,10.59515,0.01188,0.35256,1.24974,0.48947,0.54019,0.51483,0.03062,0.00038,75.35588,0.0,0.0,0.0,0.0,0.0,0
35,1.75,1,0.19673,0.21229,0.18117,0.22053,-3.73552,-7.10482,11.45101,0.0191,0.35379,1.23785,0.41815,0.35082,0.38448,0.02333,0.00026,75.50462,0.0,0.0,0.0,0.0,0.0,1
36,1.8,1,0.25691,0.27723,0.2366,0.21821,-5.22246,-6.55696,11.73556,-0.00833,0.36984,1.26909,0.29155,0.13856,0.21506,0.0276,0.00028,75.51663,0.0,0.0,0.0,0.0,0.0,0
37,1.85,1,0.28534,0.29939,0.2713,0.19931,-6.58094,-6.14069,11.17386,-0.02652,0.37349,1.28176,0.18532,0.09474,0.14003,0.02639,0.00035,74.93926,0.0,0.0,0.0,0.0,0.0,0
38,1.9,1,0.28956,0.29801,0.2811,0.16237,-6.63815,-5.82797,10.00072,-0.03064,0.38016,1.26226,0.13538,0.09025,0.11282,0.0162,0.00034,76.03107,0.0,0.0,0.0,0.0,0.0,0
39,1.95,1,0.28263,0.28725,0.278,0.11457,-6.40369,-5.77434,9.1919,-0.0297,0.38233,1.25144,0.14062,0.13523,0.13792,0.00575,0.00021,76.40155,0.0,0.0,0.0,0.0,0.0,0
40,2.0,1,0.28304,0.28852,0.27756,0.02909,-6.04936,-5.13537,8.25624,-0.02684,0.38988,1.2627,0.13102,0.13345,0.13224,0.0009,0.00011,76.20524,0.40757,219.0,183.0,23.0,35.0,1
41,2.05,1,0.28521,0.2935,0.27691,0.01311,-5.59764,-5.01233,7.5996,-0.0219,0.38935,1.26708,0.12428,0.11179,0.11804,0.00058,0.00011,76.45204,0.40757,219.0,183.0,23.0,35.0,0
42,2.1,1,0.28357,0.29261,0.27452,0.00444,-4.63577,-4.75658,6.67614,-0.01332,0.38446,1.26419,0.12302,0.08709,0.10506,0.00041,8e-05,77.80478,0.40757,219.0,183.0,23.0,35.0,0
43,2.15,1,0.27682,0.27527,0.27837,0.01372,-2.82152,-4.59265,5.26915,0.00618,0.39181,1.26139,0.14159,0.11287,0.12723,0.00032,8e-05,77.81041,0.40757,219.0,183.0,23.0,35.0,0
44,2.2,1,0.2784,0.27676,0.28004,0.01398,-1.93883,-4.42688,4.5487,0.01172,0.39109,1.25647,0.15158,0.10889,0.13023,0.00033,0.0001,77.85886,0.40757,219.0,183.0,23.0,35.0,0
45,2.25,1,0.29363,0.28944,0.29783,0.00799,-1.34693,-5.14082,3.93961,0.00849,0.37535,1.2586,0.12778,0.0957,0.11174,0.00053,0.00011,78.19489,0.0,0.0,0.0,0.0,0.0,1
46,2.3,1,0.3207,0.31553,0.32586,0.00327,-1.05564,-5.92449,4.13878,0.00862,0.37011,1.24742,0.0787,0.06039,0.06954,0.00064,0.00011,77.46362,0.0,0.0,0.0,0.0,0.0,0
47,2.35,1,0.32937,0.32746,0.33129,0.00306,-2.19148,-7.4456,5.04128,-0.0053,0.36695,1.25749,0.06925,0.05321,0.06123,0.00054,0.0001,76.87812,0.0,0.0,0.0,0.0,0.0,0
48,2.4,1,0.32262,0.3223,0.32294,0.00183,-2.67465,-8.01324,5.46283,-0.00087,0.35946,1.25831,0.07249,0.05018,0.06134,0.00085,0.00015,77.12526,0.0,0.0,0.0,0.0,0.0,0
49,2.45,1,0.31527,0.31448,0.31606,0.00412,-3.06129,-8.45822,6.4563,0.00279,0.35272,1.26576,0.07564,0.06374,0.06969,0.00107,0.00023,76.33836,0.0,0.0,0.0,0.0,0.0,0
50,2.5,1,0.31284,0.31202,0.31365,0.00514,-2.96626,-8.81557,7.22857,0.00923,0.34211,1.26431,0.08023,0.06128,0.07076,0.00147,0.00031,76.51469,0.0,0.0,0.0,0.0,0.0,1
51,2.55,1,0.31116,0.31234,0.30999,0.00375,-3.13181,-9.92893,8.21732,0.00747,0.32995,1.25985,0.0908,0.05259,0.0717,0.00143,0.00026,76.65363,0.0,0.0,0.0,0.0,0.0,0
52,2.6,1,0.30692,0.30397,0.30986,0.00263,-3.28718,-10.93795,9.25087,0.01094,0.32193,1.25146,0.10643,0.05899,0.08271,0.00086,0.00014,76.17972,0.0,0.0,0.0,0.0,0.0,0
53,2.65,1,0.29119,0.29075,0.29162,0.00362,-3.7847,-11.45955,10.84313,0.01296,0.31071,1.25056,0.15174,0.10196,0.12685,0.00073,0.0001,75.90807,0.0,0.0,0.0,0.0,0.0,0
54,2.7,1,0.28754,0.28629,0.28879,0.00332,-4.29397,-12.43224,12.12502,0.00676,0.29827,1.24414,0.14305,0.11726,0.13016,0.00065,8e-05,76.33583,0.0,0.0,0.0,0.0,0.0,0
55,2.75,1,0.24151,0.21955,0.26348,0.00353,-4.94418,-13.07184,13.84057,0.0164,0.2987,1.24538,0.21284,0.33248,0.27266,0.00054,9e-05,72.97796,0.0,0.0,0.0,0.0,0.0,1
56,2.8,1,0.03322,0.04352,0.02293,0.0056,-5.71878,-13.2655,14.07756,-0.00218,0.28371,1.23676,0.82127,0.79763,0.80945,0.00088,0.00019,73.84135,0.0,0.0,0.0,0.0,0.0,0
57,2.85,1,0.12139,0.16296,0.07981,0.00552,-6.82178,-12.1797,15.68052,-0.00143,0.32466,1.24942,0.63386,0.51796,0.57591,0.00062,0.00011,72.14773,0.0,0.0,0.0,0.0,0.0,0
58,2.9,1,0.19188,0.24576,0.138,0.0051,-7.52418,-10.94616,16.38919,0.00071,0.33853,1.25461,0.49348,0.28209,0.38779,0.00048,7e-05,73.73406,0.0,0.0,0.0,0.0,0.0,0
59,2.95,1,0.25082,0.29258,0.20906,0.00543,-8.39668,-10.10375,16.4874,-0.00914,0.34606,1.26032,0.29801,0.13897,0.21849,0.00035,4e-05,75.30551,0.0,0.0,0.0,0.0,0.0,0
60,3.0,1,0.28225,0.31199,0.25251,0.00539,-8.50248,-9.49271,16.17542,-0.00937,0.35349,1.26227,0.18849,0.09645,0.14247,0.00028,3e-05,75.25651,0.0,0.0,0.0,0.0,0.0,1
61,3.05,1,0.289,0.30129,0.2767,0.00719,-8.38244,-8.38037,15.52845,-0.00924,0.36761,1.261,0.13523,0.11578,0.1255,0.00032,4e-05,75.36176,0.0,0.0,0.0,0.0,0.0,0
62,3.1,1,0.28997,0.29335,0.28659,0.00653,-8.06235,-8.15147,15.19943,-0.00581,0.36971,1.26161,0.11922,0.13105,0.12514,0.00035,4e-05,75.42778,0.0,0.0,0.0,0.0,0.0,0
63,3.15,1,0.29515,0.29785,0.29244,0.00607,-7.69203,-7.82392,14.74738,-0.00599,0.37085,1.2645,0.10561,0.10864,0.10712,0.0004,5e-05,75.79905,0.0,0.0,0.0,0.0,0.0,0
64,3.2,1,0.29628,0.30033,0.29223,0.00579,-7.56238,-7.70869,14.58669,-0.0073,0.37061,1.26782,0.10319,0.10805,0.10562,0.00042,5e-05,76.11777,0.0,0.0,0.0,0.0,0.0,0
65,3.25,1,0.30465,0.31241,0.2969,0.0067,-7.57782,-7.84303,14.66393,-0.00802,0.37032,1.2751,0.09685,0.08016,0.08851,0.00038,6e-05,76.07755,0.0,0.0,0.0,0.0,0.0,1
66,3.3,1,0.31036,0.32092,0.29979,0.0062,-7.60128,-7.93443,14.80467,-0.00801,0.36889,1.27751,0.09319,0.06537,0.07928,0.00042,6e-05,76.03301,0.0,0.0,0.0,0.0,0.0,0
67,3.35,1,0.31536,0.32833,0.30239,0.00492,-8.05769,-8.06263,15.16584,-0.01577,0.36584,1.27535,0.09397,0.06443,0.0792,0.0004,6e-05,75.95028,0.0,0.0,0.0,0.0,0.0,0
68,3.4,1,0.31571,0.32736,0.30406,0.00414,-8.54812,-8.256,15.47328,-0.02103,0.36687,1.27808,0.09618,0.07773,0.08695,0.00034,4e-05,75.72378,0.0,0.0,0.0,0.0,0.0,0
69,3.45,1,0.32117,0.33544,0.3069,0.00419,-9.93055,-8.73426,16.09825,-0.03715,0.36929,1.28332,0.09295,0.07049,0.08172,0.00028,3e-05,75.18163,0.0,0.0,0.0,0.0,0.0,0
70,3.5,1,0.33278,0.34644,0.31913,0.0055,-11.10508,-9.00612,16.39005,-0.0512,0.37154,1.28405,0.07377,0.06713,0.07045,0.00028,3e-05,74.68267,0.0,0.0,0.0,0.0,0.0,1
71,3.55,1,0.34851,0.36531,0.3317,0.00381,-13.70936,-9.72093,17.02364,-0.07743,0.38845,1.31399,0.05523,0.04364,0.04943,0.00021,2e-05,73.72842,0.0,0.0,0.0,0.0,0.0,0
72,3.6,1,0.34554,0.36415,0.32693,0.00448,-14.72961,-9.87272,17.14903,-0.09206,0.39429,1.32439,0.05551,0.05224,0.05388,0.00024,2e-05,73.55023,0.0,0.0,0.0,0.0,0.0,0
73,3.65,1,0.36032,0.37853,0.34211,0.00374,-16.59278,-10.32995,17.83153,-0.11251,0.40033,1.32624,0.04122,0.0387,0.03996,0.00018,2e-05,72.63109,0.0,0.0,0.0,0.0,0.0,0
74,3.7,1,0.3672,0.38643,0.34797,0.0031,-17.39087,-10.56286,18.04847,-0.1231,0.40215,1.34175,0.03476,0.03504,0.0349,0.00023,2e-05,72.24609,0.0,0.0,0.0,0.0,0.0,0
75,3.75,1,0.37251,0.39295,0.35207,0.00263,-18.36081,-10.28409,18.58759,-0.12566,0.41271,1.34943,0.03185,0.03314,0.03249,0.00018,2e-05,71.5526,0.0,0.0,0.0,0.0,0.0,1
76,3.8,1,0.35651,0.37824,0.33477,0.00288,-18.12918,-10.19063,18.83741,-0.1166,0.41098,1.34111,0.0489,0.03973,0.04431,0.00017,2e-05,71.56104,0.0,0.0,0.0,0.0,0.0,0
77,3.85,1,0.36359,0.38622,0.34096,0.00321,-18.02008,-10.23865,18.91381,-0.12037,0.41002,1.34447,0.04257,0.03823,0.0404,0.00017,2e-05,71.70681,0.0,0.0,0.0,0.0,0.0,0
78,3.9,1,0.37201,0.39515,0.34886,0.00285,-18.21197,-10.28035,18.99203,-0.11987,0.41464,1.35206,0.03946,0.03628,0.03787,0.00019,2e-05,70.71939,0.0,0.0,0.0,0.0,0.0,0
79,3.95,1,0.37149,0.39216,0.35082,0.00326,-18.35948,-10.4479,19.07456,-0.12176,0.41556,1.35098,0.03698,0.0365,0.03674,0.00019,2e-05,70.47101,0.0,0.0,0.0,0.0,0.0,0
80,4.0,1,0.37362,0.39502,0.35223,0.00332,-18.46583,-10.32467,19.11648,-0.12137,0.4146,1.3492,0.03606,0.0375,0.03678,0.00015,1e-05,70.84574,0.0,0.0,0.0,0.0,0.0,1
81,4.05,1,0.36866,0.39058,0.34675,0.00328,-18.32581,-10.21984,19.08881,-0.11763,0.41209,1.3447,0.03763,0.03863,0.03813,0.00016,2e-05,71.25556,0.0,0.0,0.0,0.0,0.0,0
82,4.1,1,0.36829,0.38941,0.34718,0.00324,-18.22361,-10.20886,19.05696,-0.11588,0.41086,1.3426,0.03732,0.03815,0.03774,0.00016,2e-05,71.33598,0.0,0.0,0.0,0.0,0.0,0
83,4.15,1,0.36445,0.38896,0.33993,0.00391,-18.2116,-10.20072,19.13158,-0.11559,0.41021,1.33562,0.04355,0.03881,0.04118,0.00016,2e-05,71.29702,0.0,0.0,0.0,0.0,0.0,0
84,4.2,1,0.36598,0.38919,0.34278,0.00361,-18.15653,-10.23445,19.13805,-0.11387,0.41108,1.33377,0.04291,0.03951,0.04121,0.00016,2e-05,71.0469,0.0,0.0,0.0,0.0,0.0,0
85,4.25,1,0.36046,0.38089,0.34003,0.00337,-18.07163,-10.33763,19.07726,-0.11729,0.41161,1.33574,0.04026,0.04202,0.04114,0.00017,2e-05,71.0612,0.0,0.0,0.0,0.0,0.0,1
86,4.3,1,0.34564,0.37105,0.32023,0.00316,-17.82232,-10.42316,18.97026,-0.11627,0.4098,1.33753,0.06524,0.04665,0.05595,0.00019,2e-05,71.0024,0.0,0.0,0.0,0.0,0.0,0
87,4.35,1,0.33636,0.3608,0.31192,0.00264,-17.48081,-10.52345,18.88836,-0.11431,0.40883,1.33842,0.07916,0.05593,0.06755,0.00018,2e-05,71.10908,0.0,0.0,0.0,0.0,0.0,0
88,4.4,1,0.32973,0.35531,0.30415,0.00292,-17.0357,-10.30519,18.62735,-0.11089,0.40425,1.34035,0.09561,0.06322,0.07942,0.00022,3e-05,71.55885,0.0,0.0,0.0,0.0,0.0,0
89,4.45,1,0.31974,0.34398,0.2955,0.00345,-16.43439,-9.85815,18.30911,-0.10454,0.40111,1.3362,0.11218,0.07784,0.09501,0.00027,4e-05,71.82687,0.0,0.0,0.0,0.0,0.0,0
90,4.5,1,0.23722,0.26167,0.21278,0.00429,-14.46473,-8.44205,17.2866,-0.05983,0.39185,1.30467,0.31026,0.24424,0.27725,0.00043,7e-05,71.12789,0.0,0.0,0.0,0.0,0.0,1
91,4.55,1,0.0899,0.12452,0.05528,0.00619,-13.38104,-7.45514,16.08862,-0.05884,0.37582,1.2902,0.7011,0.57304,0.63707,0.00044,6e-05,73.03684,0.0,0.0,0.0,0.0,0.0,0
92,4.6,1,0.08425,0.09653,0.07197,0.00688,-9.58225,-6.12166,13.85365,-0.03077,0.38148,1.27304,0.61972,0.6177,0.61871,0.00051,0.0001,73.84391,0.0,0.0,0.0,0.0,0.0,0
93,4.65,1,0.15494,0.21241,0.09748,0.00612,-7.89439,-6.33109,12.69657,-0.02674,0.38246,1.27253,0.56712,0.35124,0.45918,0.00037,9e-05,73.15293,0.0,0.0,0.0,0.0,0.0,0
94,4.7,1,0.24026,0.26725,0.21327,0.00639,-4.77064,-7.38762,10.84882,0.0013,0.36366,1.25988,0.32432,0.17136,0.24784,0.00041,0.0001,74.12277,0.0,0.0,0.0,0.0,0.0,0
95,4.75,1,0.27115,0.2813,0.261,0.00478,-3.06199,-8.40523,9.87794,0.0146,0.34461,1.25002,0.23241,0.13343,0.18292,0.0003,7e-05,75.29822,0.0,0.0,0.0,0.0,0.0,1
96,4.8,1,0.28226,0.28533,0.27919,0.00377,-1.62186,-9.88524,8.83356,0.02151,0.33032,1.24205,0.16093,0.105,0.13296,0.00028,8e-05,75.39565,0.0,0.0,0.0,0.0,0.0,0
97,4.85,1,0.27549,0.27659,0.27439,0.00402,-0.89716,-10.39567,8.66522,0.02667,0.3236,1.24749,0.17708,0.15565,0.16636,0.00031,8e-05,75.21388,0.0,0.0,0.0,0.0,0.0,0
98,4.9,1,0.27777,0.28763,0.2679,0.00296,-1.01755,-9.06856,8.42951,0.02295,0.34221,1.24946,0.16607,0.13633,0.1512,0.00033,8e-05,75.35405,0.0,0.0,0.0,0.0,0.0,0
99,4.95,1,0.28044,0.29696,0.26393,0.00359,-1.23199,-8.36106,8.50063,0.02068,0.34867,1.25076,0.16212,0.10967,0.13589,0.00037,9e-05,75.35039,0.0,0.0,0.0,0.0,0.0,0
100,5.0,1,0.27879,0.29537,0.2622,0.00294,-1.87072,-8.37166,8.7834,0.01041,0.34638,1.25182,0.16144,0.1238,0.14262,0.00038,8e-05,75.44622,0.0,0.0,0.0,0.0,0.0,1
101,5.05,1,0.28439,0.29725,0.27154,0.00361,-2.17554,-8.35909,8.92595,0.01038,0.34987,1.25289,0.14197,0.10673,0.12435,0.00038,8e-05,75.44322,0.0,0.0,0.0,0.0,0.0,0
102,5.1,1,0.29931,0.30977,0.28884,0.00376,-2.41074,-8.42596,9.1774,0.00715,0.34921,1.25983,0.11109,0.09837,0.10473,0.00034,8e-05,74.98658,0.0,0.0,0.0,0.0,0.0,0
103,5.15,1,0.30178,0.30918,0.29438,0.00411,-2.57013,-8.29063,9.22309,0.00915,0.35169,1.26075,0.10383,0.10074,0.10229,0.00035,8e-05,74.74167,0.0,0.0,0.0,0.0,0.0,0
104,5.2,1,0.30987,0.31978,0.29995,0.00337,-3.09449,-7.88256,9.44023,0.00059,0.35878,1.26279,0.09209,0.08056,0.08633,0.00032,8e-05,74.62214,0.0,0.0,0.0,0.0,0.0,0
105,5.25,1,0.30961,0.32009,0.29913,0.00387,-3.27416,-7.52982,9.55341,-0.00072,0.36206,1.26383,0.0956,0.08021,0.08791,0.00035,7e-05,74.81578,0.0,0.0,0.0,0.0,0.0,1
106,5.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,5.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108,5.4,1,0.20976,0.2575,0.16202,0.08479,-3.46339,-12.07805,5.13771,-0.26627,0.45897,1.17343,0.53635,0.89611,0.71623,0.21969,0.10174,57.59363,0.0,0.0,0.0,0.0,0.0,0
109,5.45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
110,5.5,1,0.0465,0.07603,0.01697,0.19669,-1.12419,9.54062,0.25111,-0.00637,0.47751,1.24692,0.70034,0.58094,0.64064,0.27571,0.01052,82.30881,0.0,0.0,0.0,0.0,0.0,1
111,5.55,1,0.04367,0.0619,0.02544,0.17198,-0.83621,10.16764,0.16104,-2e-05,0.49206,1.23395,0.67914,0.60782,0.64348,0.17374,0.00888,82.33868,0.0,0.0,0.0,0.0,0.0,0
112,5.6,1,0.04541,0.06168,0.02915,0.15591,1.29944,11.65254,0.69196,0.03806,0.49314,1.21218,0.68214,0.62496,0.65355,0.15312,0.01058,82.42301,0.0,0.0,0.0,0.0,0.0,0
113,5.65,1,0.04697,0.05986,0.03407,0.16064,1.54095,11.91351,0.82767,0.04215,0.49132,1.20159,0.66829,0.61268,0.64048,0.16127,0.01006,82.78609,0.0,0.0,0.0,0.0,0.0,0
114,5.7,1,0.04049,0.04692,0.03407,0.15166,2.6924,12.72782,1.34494,0.05804,0.48499,1.18498,0.65264,0.66642,0.65953,0.17129,0.01434,82.35057,0.0,0.0,0.0,0.0,0.0,0
115,5.75,1,0.03856,0.04064,0.03649,0.11657,3.74024,13.73849,1.49665,0.06096,0.48675,1.17628,0.67798,0.6642,0.67109,0.09713,0.01487,82.68328,0.07436,213.0,161.0,55.0,136.0,1
116,5.8,1,0.04372,0.04344,0.044,0.02081,4.00642,14.8611,1.44665,0.04838,0.49847,1.16351,0.66873,0.66023,0.66448,0.00732,0.00435,82.47534,0.07436,213.0,161.0,55.0,136.0,0
117,5.85,1,0.04151,0.04123,0.04179,0.00433,4.06679,15.11267,1.53661,0.04885,0.49926,1.1577,0.6617,0.69759,0.67964,0.0047,0.00317,82.68038,0.07436,213.0,161.0,55.0,136.0,0
118,5.9,1,0.04337,0.0446,0.04213,0.01355,3.82207,15.76383,1.18182,0.04651,0.50237,1.14474,0.63946,0.65056,0.64501,0.00369,0.00189,82.56513,0.07436,213.0,161.0,55.0,136.0,0
119,5.95,1,0.04299,0.04228,0.04369,0.01465,4.02156,15.78637,0.89442,0.05032,0.50338,1.14044,0.64227,0.66945,0.65586,0.00353,0.0015,83.13902,0.07436,213.0,161.0,55.0,136.0,0
120,6.0,1,0.04589,0.04621,0.04556,0.00471,4.77058,16.19509,0.68104,0.06417,0.50394,1.13467,0.6302,0.65672,0.64346,0.00216,0.00097,83.79785,0.1483,209.0,181.0,22.0,54.0,1
121,6.05,1,0.04378,0.04532,0.04223,0.00494,5.23809,16.38213,0.82507,0.07174,0.50356,1.12482,0.62846,0.67339,0.65093,0.00193,0.00086,82.90671,0.1483,209.0,181.0,22.0,54.0,0
122,6.1,1,0.03878,0.04194,0.03563,0.00692,5.61901,16.3724,0.89594,0.07533,0.4941,1.13583,0.64132,0.68356,0.66244,0.00213,0.00099,83.98417,0.1483,209.0,181.0,22.0,54.0,0
